iso3c,year,gdp_const_2015_usd
NAM,2003,6197830193.6963
NRU,2003,52041399.2382282
NPL,2003,14650033415.89
NLD,2003,664942855515.362
NCL,2003,..
NZL,2003,134980022138.236
NIC,2003,7790161379.81727
NER,2003,5199846593.3602
NGA,2003,235606371240.502
MKD,2003,6691013307.97393
MNP,2003,1612630303.0303
NOR,2003,318258551154.607
OMN,2003,46060087700.6298
PAK,2003,182196165734.208
PLW,2003,260495247.76016
PAN,2003,22446932303.4442
PNG,2003,11223318880.0206
PRY,2003,21495995447.7717
PER,2003,96608710264.5646
PHL,2003,160382249186.079
POL,2003,302410346199.761
PRT,2003,197112600768.677
PRI,2003,106892740374.551
QAT,2003,38913596625.4518
ROU,2003,116723756275.208
RUS,2003,921477339133.556
RWA,2003,3436395422.55803
WSM,2003,638806086.213381
SMR,2003,1645249360.36634
STP,2003,159483885.915675
SAU,2003,390124853185.866
SEN,2003,11518679089.4187
SRB,2003,31671150000.8568
SYC,2003,883932969.017981
SLE,2003,4173559981.29382
SGP,2003,151054425108.65
SXM,2003,..
SVK,2003,54636588083.9574
SVN,2003,35195471631.5843
SLB,2003,733653435.607267
SOM,2003,2555674023.59433
ZAF,2003,243065422272.369
SSD,2003,..
ESP,2003,1074990358774.14
LKA,2003,40941128631.5337
KNA,2003,651095766.645498
LCA,2003,1475595751.12365
MAF,2003,..
VCT,2003,658051576.157716
SDN,2003,45131259048.7124
SUR,2003,3326047695.01974
SWE,2003,389462280395.789
CHE,2003,537618173222.303
SYR,2003,23389922826.4268
TJK,2003,3638188647.66711
TZA,2003,22400909970.0774
THA,2003,260650370324.981
TLS,2003,884166124.62497
TGO,2003,3902058836.57049
TON,2003,421010471.631098
TTO,2003,17021016160.8097
TUN,2003,30801356639.5236
TUR,2003,440639854394.832
TKM,2003,11164010879.7579
TCA,2003,..
TUV,2003,30560852.5967582
UGA,2003,14881585674.2548
UKR,2003,87656150954.4385
ARE,2003,224796159215.545
GBR,2003,2487711377293.16
USA,2003,14407558345762.9
URY,2003,32414038652.1022
UZB,2003,35528479187.7393
VUT,2003,505583079.937727
VEN,2003,79740811157.8949
VNM,2003,112880581486.059
VIR,2003,4669640875.1334
PSE,2003,6441200000
YEM,2003,46450074454.9115
ZMB,2003,9485983915.84691
ZWE,2003,15301651166.8693
AFE,2003,542691545186.725
AFW,2003,399273715782.54
ARB,2003,1516478597545.85
CSS,2003,46843061713.4239
CEB,2003,896243466423.033
EAR,2003,5855296403827.36
EAS,2003,11744544115871.1
EAP,2003,4893015449688.68
TEA,2003,4887187220455.4
EMU,2003,10446610415297
ECS,2003,16905404614619.9
ECA,2003,801444138767.617
TEC,2003,2222956132942.97
EUU,2003,11800997102454.8
FCS,2003,866062169210.656
HPC,2003,366834703233.119
HIC,2003,39998632625769.8
IBD,2003,12564759202234
IBT,2003,13737859673355.3
IDB,2003,590065558285.996
IDX,2003,584212268008.26
IDA,2003,1174493842295.49
LTE,2003,8445702132057.47
LCN,2003,3612004868342.94
LAC,2003,3134533079125.6
TLA,2003,3427320643718.26
LDC,2003,500087175284.649
LMY,2003,12018607440011.5
LIC,2003,254818858286.451
LMC,2003,2522864370278.28
MEA,2003,2159800806865.6
MNA,2003,1172527821081.59
TMN,2003,1166090031085.29
MIC,2003,11770192676195
NAC,2003,15657521254322.3
INX,2003,..
OED,2003,38642630238993
OSS,2003,90992764305.36
PSS,2003,6802298089.20558
PST,2003,36754099057910.5
PRE,2003,667767114864.204
SST,2003,144623202253.525
SAS,2003,1093833038778.87
TSA,2003,1093833038778.87
SSF,2003,941889898969.575
SSA,2003,923146894162.55
UMC,2003,9247361659283.89
WLD,2003,52118918453371.3
TSS,2003,941889898969.575
Short definition,2003,Dataset
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2003,WB_WDI
AFG,2004,7978515641.58304
ALB,2004,7771053341.65332
DZA,2004,132675813620.929
ASM,2004,755198473.282443
AND,2004,2977038818.11546
AGO,2004,48050921277.9001
ATG,2004,1293621842.2095
ARG,2004,399898899166.738
ARM,2004,6188084084.57212
ABW,2004,2850313056.72604
AUS,2004,997006658239.536
AUT,2004,329602607297.434
AZE,2004,17538787529.6067
BHS,2004,11023912337.1748
BHR,2004,19512869154.2447
BGD,2004,100411600213.555
BRB,2004,5751228217.57511
BLR,2004,34254050021.1784
BEL,2004,395760365336.901
BLZ,2004,1734204696.97331
BEN,2004,7405393050.93385
BMU,2004,7533631299.4758
BTN,2004,1010125138.87137
BOL,2004,19328918118.4656
BIH,2004,12687302704.3598
BWA,2004,9703335214.03812
BRA,2004,1325998860202.27
VGB,2004,..
BRN,2004,13392499225.471
BGR,2004,37425778712.9317
BFA,2004,6400419254.55947
BDI,2004,1886514847.43907
CPV,2004,1140802982.16763
KHM,2004,10275886653.5849
CMR,2004,21124275032.771
CAN,2004,1281025904587.38
CYM,2004,..
CAF,2004,1818953694.45096
TCD,2004,8387570299.89304
CHI,2004,..
CHL,2004,156084225513.955
CHN,2004,4053944733453.66
COL,2004,179130660092.783
COM,2004,714932259.250788
COD,2004,19476978833.8136
COG,2004,7341062186.80916
CRI,2004,35471881178.9969
CIV,2004,28449303912.4541
HRV,2004,47604993515.2593
CUB,2004,52487103646.4154
CUW,2004,2886753273.41984
CYP,2004,18053648327.3531
CZE,2004,145406922288.089
DNK,2004,275394519880.793
DJI,2004,..
DMA,2004,502775184.653807
DOM,2004,38349900170.1598
ECU,2004,60289773139.5514
EGY,2004,204608590453.316
SLV,2004,18501810234.6557
GNQ,2004,8286980786.09409
ERI,2004,2100950149.6029
EST,2004,18188037434.5502
SWZ,2004,2706660911.50653
ETH,2004,20382872320.545
FRO,2004,..
FJI,2004,3728818828.37532
FIN,2004,217083963685.375
FRA,2004,2166995343501.89
PYF,2004,5603920611.48168
GAB,2004,10163064451.2538
GMB,2004,1124482524.55398
GEO,2004,8267069270.18365
DEU,2004,2944810405337.25
GHA,2004,24236738625.149
GIB,2004,..
GRC,2004,237596249349.014
GRL,2004,1989264212.32217
GRD,2004,790765503.201134
GUM,2004,5157363603.27571
GTM,2004,41626669983.2797
GIN,2004,5847115329.55072
GNB,2004,772660533.181804
GUY,2004,3001726850.82003
HTI,2004,11466642593.0665
HND,2004,13933118990.7264
HKG,2004,205569305107.619
HUN,2004,109020611056.081
ISL,2004,14049259322.2162
IND,2004,1013982178697.24
IDN,2004,470829486219.898
IRN,2004,323702581949.347
IRQ,2004,92503535426.8886
IRL,2004,198858038461.921
IMN,2004,4370121229.25085
ISR,2004,196666032830.423
ITA,2004,1928510465814.16
JAM,2004,14716481130.4443
JPN,2004,4154163710039.3
JOR,2004,23146833797.5894
KAZ,2004,98798707234.4777
KEN,2004,41352557259.2179
KIR,2004,132497202.691574
PRK,2004,..
KOR,2004,1021504157422.6
XKX,2004,..
KWT,2004,81802425970.3532
KGZ,2004,4244477505.27223
LAO,2004,6294805131.65111
LVA,2004,20271313178.6916
LBN,2004,30510478932.4999
LSO,2004,1611976676.82948
LBR,2004,1692081112.12779
LBY,2004,66138956972.5768
LIE,2004,..
LTU,2004,29893617960.0569
LUX,2004,45943523456.1968
MAC,2004,21673699752.6806
MDG,2004,8247912168.09114
MWI,2004,5101112194.50269
MYS,2004,177437551536.374
MDV,2004,2463875271.81491
MLI,2004,10488502207.7278
MLT,2004,7113825958.52369
MHL,2004,167500000
MRT,2004,3840187785.10236
MUS,2004,7912266088.68308
MEX,2004,983527357381.896
FSM,2004,307556448.418513
MDA,2004,5158371415.97847
MCO,2004,4180635803.89219
MNG,2004,4872245746.85238
MNE,2004,2929005198.73866
MAR,2004,69672633474.8662
MOZ,2004,7481086789.73586
MMR,2004,21808380519.0128
NAM,2004,6958275950.69608
NRU,2004,49795903.1503652
NPL,2004,15336036356.9726
NLD,2004,678350164553.838
NCL,2004,..
NZL,2004,140497957984.618
NIC,2004,8203988039.95305
NER,2004,5218763717.35798
NGA,2004,257401275803.762
MKD,2004,7003757263.7722
MNP,2004,1562993939.39394
NOR,2004,331035320834.205
OMN,2004,46977841907.6213
PAK,2004,196464413110.888
PLW,2004,269540972.49859
PAN,2004,24282115712.163
PNG,2004,11528725110.7168
PRY,2004,22368177914.5163
PER,2004,101398766434.291
PHL,2004,170918125627.487
POL,2004,317805438387.054
PRT,2004,200638423891.103
PRI,2004,116244440860.349
QAT,2004,46392367816.5645
ROU,2004,128895841498.556
RUS,2004,987823227180.876
RWA,2004,3692326723.15976
WSM,2004,658527692.510763
SMR,2004,1720089189.58509
STP,2004,165126275.794519
SAU,2004,423796550560.486
SEN,2004,12053525217.1809
SRB,2004,33788958112.2477
SYC,2004,858736866.549886
SLE,2004,4443958500.36539
SGP,2004,166069208808.394
SXM,2004,..
SVK,2004,57581226217.4214
SVN,2004,36795465565.4736
SLB,2004,790024731.941432
SOM,2004,2737390479.44358
ZAF,2004,254135982543.496
SSD,2004,..
ESP,2004,1108471271904.22
LKA,2004,43170398173.7749
KNA,2004,677115810.577404
LCA,2004,1582833327.62538
MAF,2004,..
VCT,2004,685128416.494525
SDN,2004,47451406763.008
SUR,2004,3608761755.24276
SWE,2004,405740184306.611
CHE,2004,552143052490.049
SYR,2004,25004519710.9876
TJK,2004,4012922039.84883
TZA,2004,24081832736.0715
THA,2004,277043563911.345
TLS,2004,887702789.12347
TGO,2004,3863870739.47391
TON,2004,412725206.987157
TTO,2004,18374195713.2386
TUN,2004,32722064779.1709
TUR,2004,484375146822.671
TKM,2004,11722256910.1313
TCA,2004,..
TUV,2004,29866287.7650137
UGA,2004,15894609936.3319
UKR,2004,97995502972.09
ARE,2004,246301141350.818
GBR,2004,2545576004983.01
USA,2004,14961928297813.8
URY,2004,34036089123.994
UZB,2004,38174995817.5933
VUT,2004,525742663.276152
VEN,2004,94322699665.0565
VNM,2004,121387725604.567
VIR,2004,4823080309.4984
PSE,2004,7853400000
YEM,2004,48295394891.1286
ZMB,2004,10153075785.3691
ZWE,2004,14413001709.4786
AFE,2004,573270574876.558
AFW,2004,431500987746.921
ARB,2004,1654092841328.02
CSS,2004,49026269655.7863
CEB,2004,948889245814.164
EAR,2004,6228020192519.4
EAS,2004,12437016447814.1
EAP,2004,5340684727145.47
TEA,2004,5334301470316.48
EMU,2004,10688122950746.6
ECS,2004,17442784488439.7
ECA,2004,878439066771.28
TEC,2004,2398006858113.25
EUU,2004,12107812246876.8
FCS,2004,969502694862.591
HPC,2004,387989902220.417
HIC,2004,41404604911602.7
IBD,2004,13535948779182.1
IBT,2004,14788058342406.7
IDB,2004,633618064339.056
IDX,2004,619443263465.502
IDA,2004,1253426792698.42
LTE,2004,9138279343528.71
LCN,2004,3818690961691.94
LAC,2004,3300131596123.41
TLA,2004,3620939392105.58
LDC,2004,532818903253.474
LMY,2004,12942272214877.2
LIC,2004,269378740081.925
LMC,2004,2702270854244.62
MEA,2004,2331304181927.72
MNA,2004,1262825302551.48
TMN,2004,1254974442151.71
MIC,2004,12679235265053.2
NAC,2004,16250487833700.6
INX,2004,..
OED,2004,39902903786401.5
OSS,2004,95047344531.8312
PSS,2004,7072538012.204
PST,2004,37930820790838.2
PRE,2004,747953909167.93
SST,2004,151131293710.147
SAS,2004,1176374213852.23
TSA,2004,1176374213852.23
SSF,2004,1004850153092.74
SSA,2004,983683116714.309
UMC,2004,9976998396347.96
WLD,2004,54465231584489.7
TSS,2004,1004850153092.74
Short definition,2004,Unit of measure
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2004,constant 2015 US$
AFG,2005,8874480195.58321
ALB,2005,8169772250.74253
DZA,2005,139840307556.055
ASM,2005,752116030.534351
AND,2005,3137733299.91171
AGO,2005,54852422288.0144
ATG,2005,1377366902.51519
ARG,2005,435296589745.339
ARM,2005,7048227772.27278
ABW,2005,2839392433.63397
AUS,2005,1028467016034.95
AUT,2005,337250591306.488
AZE,2005,22442902288.4162
BHS,2005,11398293682.8703
BHR,2005,20833694755.6476
BGD,2005,106974447115.636
BRB,2005,5978715588.63129
BLR,2005,37473931242.4089
BEL,2005,404948883847.345
BLZ,2005,1772690003.49565
BEN,2005,7532259620.47862
BMU,2005,7659759815.30576
BTN,2005,1080178039.16497
BOL,2005,20183533307.223
BIH,2005,13181750134.5787
BWA,2005,10145481816.2871
BRA,2005,1368459094848.72
VGB,2005,..
BRN,2005,13391973527.4748
BGR,2005,40066672175.5903
BFA,2005,6954815456.4763
BDI,2005,1903493481.08303
CPV,2005,1219660508.68448
KHM,2005,11642922159.7044
CMR,2005,21594980960.2444
CAN,2005,1322152656986.39
CYM,2005,..
CAF,2005,1835473623.16461
TCD,2005,9841348751.69791
CHI,2005,..
CHL,2005,165194933117.629
CHN,2005,4518455387849.41
COL,2005,187780451739.376
COM,2005,755434618.774047
COD,2005,20671920925.7908
COG,2005,7910417276.44806
CRI,2005,36882479548.0029
CIV,2005,28732677632.1669
HRV,2005,49664897966.6282
CUB,2005,58366528662.6983
CUW,2005,2906280004.21469
CYP,2005,18929789645.9549
CZE,2005,154676655549.654
DNK,2005,281892753289.031
DJI,2005,..
DMA,2005,507377017.907434
DOM,2005,41966981958.5524
ECU,2005,63544590361.2542
EGY,2005,213758163785.626
SLV,2005,18997812331.293
GNQ,2005,9674942387.18021
ERI,2005,2155038051.30131
EST,2005,19920094036.3597
SWZ,2005,2868851690.22305
ETH,2005,22791876293.8269
FRO,2005,..
FJI,2005,3754920575.17992
FIN,2005,223113056548.362
FRA,2005,2207920477337.34
PYF,2005,5621291279.00346
GAB,2005,10435048720.8443
GMB,2005,1098037738.85618
GEO,2005,9059975319.60238
DEU,2005,2970886268370.04
GHA,2005,25666707129.5251
GIB,2005,..
GRC,2005,240408216059.142
GRL,2005,2088478601.21324
GRD,2005,895749020.659748
GUM,2005,5345211101.00091
GTM,2005,42990370900.2828
GIN,2005,6022369313.03617
GNB,2005,823345295.681209
GUY,2005,2943164432.84229
HTI,2005,11818917734.006
HND,2005,14776156180.0019
HKG,2005,220757155566.696
HUN,2005,113708806061.092
ISL,2005,15036829612.9301
IND,2005,1094324353140.52
IDN,2005,497631790442.44
IRN,2005,334028060139.024
IRQ,2005,94053181141.5504
IRL,2005,210272056411.317
IMN,2005,4627958352.74886
ISR,2005,205295323130.844
ITA,2005,1943213635518.5
JAM,2005,14848016734.9532
JPN,2005,4229100705435.58
JOR,2005,25032512558.6082
KAZ,2005,108382181835.458
KEN,2005,43795114731.9782
KIR,2005,134209636.678734
PRK,2005,..
KOR,2005,1066023726231.41
XKX,2005,..
KWT,2005,90480882139.5699
KGZ,2005,4237027793.42929
LAO,2005,6742212710.02267
LVA,2005,22625890637.9303
LBN,2005,31329923063.1007
LSO,2005,1667849758.72804
LBR,2005,1781443510.53791
LBY,2005,73990151521.3885
LIE,2005,..
LTU,2005,32204827116.6036
LUX,2005,47084243707.173
MAC,2005,23424490230.0367
MDG,2005,8640170094.37648
MWI,2005,5267853576.27553
MYS,2005,186898768708.901
MDV,2005,2188480301.91021
MLI,2005,10754740076.8688
MLT,2005,7318792018.88191
MHL,2005,170500000
MRT,2005,4169149304.40539
MUS,2005,8052910022.29355
MEX,2005,1004311720993.85
FSM,2005,314673715.388037
MDA,2005,5545249279.88205
MCO,2005,4259876164.74801
MNG,2005,5225662152.64429
MNE,2005,3051455322.14172
MAR,2005,71896757928.9618
MOZ,2005,7953294766.92377
MMR,2005,24767548772.168
NAM,2005,7134269025.97086
NRU,2005,49795903.1503652
NPL,2005,15869604827.464
NLD,2005,692147558366.871
NCL,2005,..
NZL,2005,145208752801.012
NIC,2005,8555315487.40164
NER,2005,5601396628.31908
NGA,2005,273974099482.935
MKD,2005,7334620965.18469
MNP,2005,1364448484.84848
NOR,2005,339924026052.237
OMN,2005,48283564529.379
PAK,2005,210760292372.08
PLW,2005,277316763.958537
PAN,2005,26291748099.167
PNG,2005,12260199191.5266
PRY,2005,22845400902.1627
PER,2005,107771740073.589
PHL,2005,179365762735.543
POL,2005,328168510412.522
PRT,2005,202207110531.023
PRI,2005,113934735057.689
QAT,2005,49868435891.5076
ROU,2005,134912890211.095
RUS,2005,1051043572407.72
RWA,2005,4038589400.18749
WSM,2005,702248686.864592
SMR,2005,1761803192.7562
STP,2005,176048759.302531
SAU,2005,448990815757.244
SEN,2005,12573060904.8807
SRB,2005,35783687980.3426
SYC,2005,936072662.702788
SLE,2005,4637426225.10187
SGP,2005,178302402123.907
SXM,2005,..
SVK,2005,61315329710.646
SVN,2005,38213609800.3921
SLB,2005,848163277.481457
SOM,2005,2932027546.4602
ZAF,2005,267546870424.295
SSD,2005,..
ESP,2005,1147835587310.16
LKA,2005,45864985657.2719
KNA,2005,743018278.372433
LCA,2005,1576338887.67283
MAF,2005,..
VCT,2005,702178229.987386
SDN,2005,50129334265.0222
SUR,2005,3771156041.83844
SWE,2005,417073066879.505
CHE,2005,567325325069.244
SYR,2005,26558570073.3917
TJK,2005,4281787756.98917
TZA,2005,25882267435.0187
THA,2005,288645146658.334
TLS,2005,914197082.346886
TGO,2005,3683570962.95413
TON,2005,410010916.759904
TTO,2005,19515038110.939
TUN,2005,33862934470.3211
TUR,2005,528509363515.706
TKM,2005,13250139963.3514
TCA,2005,..
TUV,2005,28477158.1015247
UGA,2005,16901146460.5212
UKR,2005,101005170642.605
ARE,2005,258259409529.61
GBR,2005,2616614241852.83
USA,2005,15483134541390.2
URY,2005,36575226344.6127
UZB,2005,40828160773.8708
VUT,2005,553635027.968653
VEN,2005,104054834514.4
VNM,2005,130549157968.493
VIR,2005,4991179562.4333
PSE,2005,8740100000
YEM,2005,50995951705.5725
ZMB,2005,10887711636.03
ZWE,2005,13589857106.157
AFE,2005,608662346141.735
AFW,2005,456516971510.488
ARB,2005,1746274695968.55
CSS,2005,51181086197.732
CEB,2005,995478183678.513
EAR,2005,6599943116757.16
EAS,2005,13177845961610.7
EAP,2005,5877391974569.85
TEA,2005,5870342922482.62
EMU,2005,10877480916247.2
ECS,2005,17917958901865
ECA,2005,953415196399.203
TEC,2005,2557218185543.42
EUU,2005,12347980270825.7
FCS,2005,1030228769622.22
HPC,2005,409450995058.796
HIC,2005,42647529103990.1
IBD,2005,14517697787922.7
IBT,2005,15847387115941.8
IDB,2005,671428918585.404
IDX,2005,659123275150.178
IDA,2005,1330893524136.03
LTE,2005,9850743881748.17
LCN,2005,3975105662293.18
LAC,2005,3431738711162.27
TLA,2005,3772928707436.69
LDC,2005,572274203948.474
LMY,2005,13895961201476.9
LIC,2005,285653786070.902
LMC,2005,2883389967786.71
MEA,2005,2454593088124.39
MNA,2005,1325345573773.55
TMN,2005,1316607523362.21
MIC,2005,13616721946631.6
NAC,2005,16812946958191.9
INX,2005,..
OED,2005,41038049322319.7
OSS,2005,99423469176.8313
PSS,2005,7244166051.08472
PST,2005,38989654212707.8
PRE,2005,792605899132.054
SST,2005,157830216614.424
SAS,2005,1266302049081.97
TSA,2005,1266302049081.97
SSF,2005,1065236363481.14
SSA,2005,1041567271940.92
UMC,2005,10733366125251.6
WLD,2005,56673544164731.8
TSS,2005,1065236363481.14
Short definition,2005,Periodicity
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2005,Annual
AFG,2006,9349921885.77888
ALB,2006,8661509309.89701
DZA,2006,143895676473.864
ASM,2006,721291603.053435
AND,2006,3288617126.51463
AGO,2006,61347946235.7733
ATG,2006,1552404719.92894
ARG,2006,470325565798.353
ARM,2006,7978593838.17516
ABW,2006,2871404069.44201
AUS,2006,1056965077770.63
AUT,2006,348276446349.075
AZE,2006,30178120036.5547
BHS,2006,11685142254.5787
BHR,2006,22181009695.3903
BGD,2006,114111680586.242
BRB,2006,6341656281.60634
BLR,2006,41221322391.8597
BEL,2006,415284559725.448
BLZ,2006,1852664108.23636
BEN,2006,7829312267.7691
BMU,2006,8084406664.52899
BTN,2006,1141108777.66963
BOL,2006,21151739180.8767
BIH,2006,13895410481.7996
BWA,2006,10994036837.1472
BRA,2006,1422677289673.84
VGB,2006,..
BRN,2006,13940831854.3091
BGR,2006,42792243384.3764
BFA,2006,7389711520.7284
BDI,2006,2006544947.16489
CPV,2006,1317035160.01005
KHM,2006,12917049054.0975
CMR,2006,22417659743.2882
CAN,2006,1357030300367.79
CYM,2006,4633485696.50699
CAF,2006,1923045637.77901
TCD,2006,9787927000.51755
CHI,2006,..
CHL,2006,175189211415.667
CHN,2006,5091154930758.42
COL,2006,200393418124.055
COM,2006,742180920.320468
COD,2006,21728037858.2133
COG,2006,8542162055.68026
CRI,2006,39584746492.4417
CIV,2006,29541668752.6369
HRV,2006,52182450238.361
CUB,2006,65408954114.9466
CUW,2006,2953824846.98841
CYP,2006,19822098963.1388
CZE,2006,164921158024.599
DNK,2006,292651155542.909
DJI,2006,..
DMA,2006,529705537.84296
DOM,2006,45815860539.7981
ECU,2006,66303144898.6572
EGY,2006,228387426641.133
SLV,2006,19821747186.6752
GNQ,2006,10420388726.5973
ERI,2006,2134151053.76576
EST,2006,21864807422.0901
SWZ,2006,3061891254.30998
ETH,2006,25261313883.9249
FRO,2006,..
FJI,2006,3824479873.24135
FIN,2006,232081249320.459
FRA,2006,2267844862926.15
PYF,2006,5671297393.42537
GAB,2006,10142180902.0393
GMB,2006,1091937250.0561
GEO,2006,9913559155.90151
DEU,2006,3085761005285.65
GHA,2006,27309353954.6989
GIB,2006,..
GRC,2006,255898673342.699
GRL,2006,2204508100.36514
GRD,2006,859960907.039514
GUM,2006,5149976342.12921
GTM,2006,45290956657.3132
GIN,2006,6094011545.87354
GNB,2006,845299838.603667
GUY,2006,3094137270.70843
HTI,2006,12027964912.6803
HND,2006,15746542343.9334
HKG,2006,236282293795.638
HUN,2006,118182032745.55
ISL,2006,15889660318.5451
IND,2006,1182534912713.8
IDN,2006,525006275302.523
IRN,2006,350728779262.979
IRQ,2006,99356180856.4776
IRL,2006,220760118842.237
IMN,2006,4984311086.32714
ISR,2006,216795201343.264
ITA,2006,1978181374737.88
JAM,2006,15278479351.3183
JPN,2006,4287138774362.24
JOR,2006,27058387611.4685
KAZ,2006,119979075291.852
KEN,2006,46629751036.7518
KIR,2006,141962839.480154
PRK,2006,..
KOR,2006,1121936729365.41
XKX,2006,..
KWT,2006,97280315040.9735
KGZ,2006,4368498475.52979
LAO,2006,7323341971.83126
LVA,2006,25527665150.2661
LBN,2006,31815384920.7126
LSO,2006,1738401391.78308
LBR,2006,1924741222.72585
LBY,2006,78799900129.0316
LIE,2006,..
LTU,2006,34586529059.4547
LUX,2006,49917168649.961
MAC,2006,26561538062.4813
MDG,2006,9106610406.88934
MWI,2006,5515442681.93082
MYS,2006,197336779111.682
MDV,2006,2705624149.59562
MLI,2006,11151547252.0345
MLT,2006,7489772865.91576
MHL,2006,170800000
MRT,2006,4933487730.19964
MUS,2006,8444727951.65064
MEX,2006,1052569035045.56
FSM,2006,314047582.860661
MDA,2006,5811421236.26146
MCO,2006,4507700786.40776
MNG,2006,5672782077.14901
MNE,2006,3312855741.02414
MAR,2006,77498104932.5221
MOZ,2006,8741520167.29262
MMR,2006,28006178558.7687
NAM,2006,7638888381.86825
NRU,2006,54004007.6419454
NPL,2006,16403555897.1058
NLD,2006,716631413729.704
NCL,2006,..
NZL,2006,149245237527.889
NIC,2006,8910613085.37027
NER,2006,5933618261.55882
NGA,2006,290575362867.503
MKD,2006,7711402289.66945
MNP,2006,1270690909.09091
NOR,2006,348291164569.533
OMN,2006,50538317581.1033
PAK,2006,223514741630.685
PLW,2006,277949312.163653
PAN,2006,28883388478.0758
PNG,2006,12923469113.2424
PRY,2006,23943606096.6681
PER,2006,115885765581.756
PHL,2006,188901594317.393
POL,2006,348521872927.444
PRT,2006,205493047516.038
PRI,2006,112328922886.154
QAT,2006,62919128076.2528
ROU,2006,145744791283.304
RUS,2006,1137229862730.35
RWA,2006,4411233104.10076
WSM,2006,717221521.755092
SMR,2006,1829281727.29769
STP,2006,191657434.828232
SAU,2006,463868057904.565
SEN,2006,12866110160.1646
SRB,2006,37179490290.6082
SYC,2006,1024120860.74662
SLE,2006,4836052320.36646
SGP,2006,194361682395.941
SXM,2006,..
SVK,2006,66788144152.8851
SVN,2006,40471568430.3753
SLB,2006,883254017.822883
SOM,2006,3122209723.10745
ZAF,2006,282539679229.874
SSD,2006,..
ESP,2006,1194247574981.13
LKA,2006,49382046637.8596
KNA,2006,766426186.524481
LCA,2006,1673997137.54872
MAF,2006,..
VCT,2006,751309123.00666
SDN,2006,53403487491.79
SUR,2006,3989639610.76687
SWE,2006,436575715827.722
CHE,2006,590436050732.85
SYR,2006,27898767456.1339
TJK,2006,4581513037.47047
TZA,2006,27572954444.2321
THA,2006,302984491694.587
TLS,2006,876567882.12394
TGO,2006,3781190459.44883
TON,2006,401131460.289732
TTO,2006,22092595781.4538
TUN,2006,35638740560.1483
TUR,2006,565862429106.909
TKM,2006,14704118675.0772
TCA,2006,..
TUV,2006,29171722.9332692
UGA,2006,18723891904.5488
UKR,2006,108652697104.575
ARE,2006,283665213479.189
GBR,2006,2673913418491.85
USA,2006,15914268559668.9
URY,2006,38074290288.9132
UZB,2006,43870437889.2749
VUT,2006,600476412.784404
VEN,2006,114327282932.275
VNM,2006,139658819217.11
VIR,2006,5166120064.03415
PSE,2006,8653000000
YEM,2006,52612732131.2711
ZMB,2006,11748243095.7729
ZWE,2006,13119457397.7207
AFE,2006,649062293464.719
AFW,2006,480653804630.281
ARB,2006,1855876088278.49
CSS,2006,55189638919.2418
CEB,2006,1061583262818.71
EAR,2006,7005264361554.4
EAS,2006,14031761326159.7
EAP,2006,6528037446612.13
TEA,2006,6520176670922.7
EMU,2006,11239110531688.9
ECS,2006,18614209611757.8
ECA,2006,1032028027284.14
TEC,2006,2758427037043.88
EUU,2006,12788499501424.8
FCS,2006,1093928820282.75
HPC,2006,432889234771.361
HIC,2006,44029777090961
IBD,2006,15727114925252.3
IBT,2006,17137594442084.1
IDB,2006,709871961080.91
IDX,2006,701151286687.017
IDA,2006,1411311534239.19
LTE,2006,10766022171555.2
LCN,2006,4184267349636.13
LAC,2006,3611207959016.24
TLA,2006,3975705144748.89
LDC,2006,611528907613.272
LMY,2006,15038348692199.7
LIC,2006,300706153917.323
LMC,2006,3084673550583.06
MEA,2006,2601577808790.96
MNA,2006,1396919644496.19
TMN,2006,1388269496211.1
MIC,2006,14743653830044.3
NAC,2006,17279383266701.2
INX,2006,..
OED,2006,42285977159393.3
OSS,2006,105588022566.113
PSS,2006,7414391863.76514
PST,2006,40132973274889.3
PRE,2006,841879087452.145
SST,2006,168178826697.928
SAS,2006,1366278928762.27
TSA,2006,1366278928762.27
SSF,2006,1129676696845.23
SSA,2006,1103434947962.96
UMC,2006,11659012550218.4
WLD,2006,59210348113404.5
TSS,2006,1129676696845.22
Short definition,2006,Reference period
"Gross domestic product is the total income earned through the production of goods and services in an economic territory during an accounting period. It can be measured in three different ways: using either the expenditure approach, the income approach, or the production approach. This indicator is expressed in constant prices, meaning the series has been adjusted to account for price changes over time. The reference year for this adjustment is 2015. This indicator is expressed in United States dollars.",2006,1960-2024
AFG,2007,10642671963.1135
ALB,2007,9224515436.60112
DZA,2007,148356442446.405
ASM,2007,734648854.961832
AND,2007,3339695537.72761
AGO,2007,69324828859.446
