Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,French Polynesia,PYF,5407300957.95024,5388829856.98392,5434429137.37377,5550015578.46015,5603920611.48168,5621291279.00346,5671297393.42537,5767991632.3435,5768381984.09947,5524299140.06103,5388066377.2296,5228474143.52811,5179978074.0569,5200635899.8791,5231504505.84414,5325846361.81186,5448457902.84308,5682340239.1533,5785013023.38646,5940599015.38201,5312451133.13352
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Gabon,GAB,9689372094.82624,9896262806.17442,9871617829.34082,10093465659.4406,10163064451.2538,10435048720.8443,10142180902.0393,10751534086.7123,10395827037.7727,10409376035.5652,11147389066.6347,11937934403.3789,12564804521.2615,13273296028.5793,13846034032.3711,14383107762.6952,14683922149.3088,14753324537.1727,14876945089.6921,15460241661.1259,15176119359.5429
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Gambia, The",GMB,960226283.311822,1015919410.0795,982902027.731066,1050427393.31825,1124482524.55398,1098037738.85618,1091937250.0561,1125167625.04935,1195557048.77095,1275249585.58493,1350595613.51288,1240786190.47581,1305822857.84822,1343336129.36544,1324430251.83027,1378176608.93204,1404959537.12175,1472715273.80675,1579264608.77791,1677527292.27233,1687449652.95674
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Georgia,GEO,6365211520.66238,6671206249.59299,7036389739.95908,7814405534.92863,8267069270.18365,9059975319.60238,9913559155.90151,11160245709.6589,11430503827.9115,11013204446.9733,11701134202.5253,12629541567.4316,13460417765.6957,14151325572.1376,14730184213.8494,15223796148.8396,15749049874.5344,16561685511.0983,17565660917.3341,18510819818.4957,17346401920.57
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2885963533943.47,2933181986968.52,2926486831428.63,2910982263391.97,2944810405337.25,2970886268370.04,3085761005285.65,3174912263837.68,3203102383827.36,3025504625850.04,3150598283304.25,3268996785218.57,3284148978797.69,3297186905208.25,3369071713224.27,3425099578746.09,3501212900675.89,3599173571724.7,3640049243667.4,3675639268112.03,3523764998709.97
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Ghana,GHA,20074507180.6623,20877487493.6,21816974338.743,22951457033.3962,24236738625.149,25666707129.5251,27309353954.6989,28496442169.6902,31103809332.791,32610629348.5193,35186775129.0417,40129504915.3457,43858655296.9198,47065830437.531,48410143589.6826,49436806230.4839,51104539956.3997,55258774288.879,58684861220.5087,62503939826.8611,62825173619.4157
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Greece,GRC,194535950663.831,203582678904.899,213116735217.242,225470734593.334,237596249349.014,240408216059.142,255898673342.699,264872706550.759,265024939553.215,254107830646.221,239639588360.141,215970916413.204,197978089510.093,193479795684.276,195012591113.587,194567373678.099,194505511433.343,197370820217.692,201445880434.67,206033167050.895,187085880047.738
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Greenland,GRL,1776741578.35367,1799289052.24665,1781814765.21794,1860749973.98387,1989264212.32217,2088478601.21324,2204508100.36514,2256367786.21633,2395498418.1565,2416242292.49697,2458184031.69379,2445978671.28639,2480080343.49763,2447881939.21831,2563963821.89127,2499113022.81675,2616120347.69515,2617499780.41644,2633808516.64035,2708402650.63237,2715195047.19671
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Grenada,GRD,717463922.03278,702943169.422603,727105600.384471,795918681.218461,790765503.201134,895749020.659748,859960907.039514,912620191.349021,921267656.665568,860341634.562189,855944031.100456,862490064.656016,852529700.227814,872573509.102323,936638937.786048,997007407.407407,1034291535.85512,1080200382.60863,1127312678.42806,1134939081.03144,978809798.804488
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Guam,GUM,..,..,4800664422.202,4842877343.03913,5157363603.27571,5345211101.00091,5149976342.12921,5186912647.86169,5292444949.95451,5315662056.41492,5435968880.80073,5440190172.88444,5556275705.18653,5650199454.04914,5751510464.05824,5799000000,5809553230.20928,5861264058.23476,5812719199.27207,5959409099.18107,5332547224.74977
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Guatemala,GTM,37033785218.7019,37897625984.6745,39352624644.841,40360200458.0268,41626669983.2797,42990370900.2828,45290956657.3132,48161370082.337,49747576364.8647,49984821614.6264,51426471557.3669,53567821946.194,55161308535.5737,57199419016.293,59741348518.3759,62186066547.6566,63851286764.0999,65817811430.0879,68060140995.097,70794727937.1204,69530651433.0831
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Guinea,GIN,5176459579.46449,5365832405.72436,5642956694.13195,5713414722.47307,5847115329.55072,6022369313.03617,6094011545.87354,6509469022.49636,6778506429.10409,6702408065.67158,7025019105.91374,7419271030.30424,7858142150.2509,8168199850.29177,8470141696.43118,8794201742.84609,9745789528.35549,10749606370.4679,11433119223.7578,12075307751.6835,12643401588.6985
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Guinea-Bissau,GNB,705153195.39567,738901627.416716,765900620.254642,763710672.551679,772660533.181804,823345295.681209,845299838.603667,866938047.629768,906163311.064931,928345745.452418,980382895.434522,1059647261.07297,1041496885.43544,1075408772.95023,1085781367.43837,1152384166.79638,1214989490.95557,1271652706.03289,1319485332.4773,1389780856.97486,1429964954.95595
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Guyana,GUY,2875468427.07822,2941015352.67748,2974326085.51831,2955521640.87583,3001726850.82003,2943164432.84229,3094137270.70843,3316643991.45274,3374858506.06674,3496741806.93763,3641452424.56855,3830671453.00564,4032790343.85011,4180123674.47048,4250621228.25175,4279840193.7046,4442793237.23993,4608708975.07815,4813377725.77348,5071030135.73162,7275896377.20418
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Haiti,HTI,11150259169.2375,11112041891.9578,11228920585.9316,11619774577.796,11466642593.0665,11818917734.006,12027964912.6803,12594064682.4783,12928818990.6636,13690375422.772,12916662276.64,13575181302.2734,13643386325.9664,14233433330.5029,14644604839.5892,14849629308.6025,15118774099.5928,15498296353.5977,15756778637.9976,15485274058.243,14973407477.2561
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Honduras,HND,11770779974.6587,12091321063.1334,12545270107.7257,13115708313.2068,13933118990.7264,14776156180.0019,15746542343.9334,16720989901.6315,17428555328.7177,17004757718.2843,17639229093.9667,18315815357.186,19072018181.9071,19604424966.4102,20203944075.628,20979791685.416,21796529142.7732,22852116284.6356,23730778960.5382,24338200129.3672,22156260473.8169
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Hong Kong SAR, China",HKG,179510029573.087,180516832466.043,183507428690.366,189116020461.734,205569305107.619,220757155566.696,236282293795.638,251557491446.259,256910422168.323,250592602004.157,267551928313.897,280433768912.6,285202001494.798,294047609778.975,302170458556.299,309385622601.348,316116086739.67,328116204743.636,337457513840.276,331813719170.552,310097161184.35
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Hungary,HUN,91691821698.8094,95416367494.0372,99929623991.0794,103865629649.023,109020611056.081,113708806061.092,118182032745.55,118574815857.973,119752782052.746,111681245651.521,112873946275.587,115037411549.874,113496503293.017,115802945078.187,120822254244.73,125244126623.289,128298381762.592,133589642960.172,141078862882.165,148241697677.304,141809897486.431
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Iceland,ISL,12224638522.2591,12694179473.815,12763018324.3319,13054189959.3992,14049259322.2162,15036829612.9301,15889660318.5451,17278627869.9264,17572297288.5175,16110024870.5029,15752089361.4432,15969467673.4589,16156200535.1964,16737332122.853,17057653878.2213,17700486957.1907,18801118749.2807,19456350341.8065,20363166145.0836,20594942207.7632,19226227440.8995
GDP (constant 2015 US$),NY.GDP.MKTP.KD,India,IND,800534479623.61,839151992864.812,871073127580.09,939542798342.002,1013982178697.24,1094324353140.52,1182534912713.8,1273126725479.64,1312424303406.43,1415605643155.69,1535897931732.14,1616399198833.92,1704596203504.32,1813453530766.63,1947834564908.95,2103588360044.94,2277267041550.36,2432016068497.75,2588974770244.57,2689205295885.31,2533830417086.54
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Indonesia,IDN,395012382597.556,409404526219.842,427825582126.161,448277224148.753,470829486219.898,497631790442.44,525006275302.523,558318040161.892,591893632243.067,619291626017.383,657835433773.518,698422460479.197,740537688618.414,781691320690.699,820828013230.588,860854232686.214,904181621780.388,950021694164.001,999178586309.021,1049330233997.45,1027656193885.38
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Iran, Islamic Rep.",IRN,258056537598.384,264229695672.548,285576361692.342,310248155730.812,323702581949.347,334028060139.024,350728779262.979,379333424181.702,380285006935.854,384115942794.318,406386748164.51,417138595177.331,401507697046.153,395396833390.87,415106476157.82,409191686496.677,445262288195.34,458739730634.758,441546348305.719,431119516583.705,450269020578.621
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Iraq,IRQ,101916218527.399,103716679377.555,95208069160.7452,60307856288.9303,92503535426.8886,94053181141.5504,99356180856.4776,101232561440.969,109562085020.285,113264515567.212,120516349622.451,129611081238.514,147674239072.767,158939252263.834,162537141323.775,166774104959.102,189767872908.426,186314571374.742,191221819559.378,201765390224.396,177479307669.569
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Ireland,IRL,162098435201.65,170699088560.512,180769250950.138,186217344582.055,198858038461.921,210272056411.317,220760118842.237,232482742331.818,222058051543.628,210742455593.378,214289191596.523,217736818590.032,216854920423.995,221610413457.216,242410308909.292,302101388556.271,305795232417.145,336707637029.955,362595940328.693,380627401462.693,407856325068.063
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Isle of Man,IMN,3501118028.55419,3690178368.17942,3918969360.39539,4154107509.79688,4370121229.25085,4627958352.74886,4984311086.32714,5358134429.26002,5620683069.9188,5738717429.66488,5933833731.82898,6052510369.79887,6494579135.1244,6763575613.59418,7112244689.05881,7084800892.22284,7577357706.49841,7792384786.37832,7964861239.48697,7985161906.36243,7279527763.56095
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Israel,ISR,184981435200.171,185495549157.594,185246850387.665,187931184126.957,196666032830.423,205295323130.844,216795201343.264,230503919634.261,237930977208.346,240875924092.824,254206817526.885,268235973747.568,274800159647.141,286027695014.037,296827610046.146,303469434072.296,317003511449.31,330783435889.189,344027669320.131,356792803355.853,349579824803.208
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Italy,ITA,1856863206512.55,1894119928193.34,1899232719747.26,1900496731461.62,1928510465814.16,1943213635518.5,1978181374737.88,2007108163772.48,1986572667176.02,1881181927615.29,1909947188308.66,1923230167272.61,1863124632394.25,1829252558793.34,1829227175768.29,1845428048839.1,1868241619489.51,1898202609462.08,1913894038926.83,1922107755078.16,1751650987235.43
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Jamaica,JAM,13553906825.7897,13736197326.0583,14010549151.015,14524220379.0531,14716481130.4443,14848016734.9532,15278479351.3183,15497260153.2881,15371463204.7905,14703526728.5078,14489274699.2317,14739993670.3316,14649543756.5624,14725382395.3111,14826961375.6345,14963589915.5912,15376650479.9803,15729242259.4032,16124965549.2249,16416735750.8852,15053421189.293
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,3986755544463.82,4002148544212.9,4003827945767.2,4065291729517.45,4154163710039.3,4229100705435.58,4287138774362.24,4350758602405.54,4297492743392.88,4052826324003.77,4218907820178.57,4219912322040.1,4277925608846.49,4363702302793.37,4376627829634.98,4444930651964.18,4478437728050.46,4553466417290.11,4582763011478.55,4564332550096.38,4374056271824.01
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Jordan,JOR,18380669691.8022,19349323186.586,20468450874.8326,21320279753.9925,23146833797.5894,25032512558.6082,27058387611.4685,29270727368.8656,31384186979.027,32960837541.5358,33723826288.3537,34646908078.4163,35488605511.9193,36414839440.0743,37647146046.4738,38587017887.3239,39356512808.3494,40330034782.8485,41103996749.7366,41823826702.478,41362613665.9359
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Kazakhstan,KAZ,66179326672.5077,75113535772.261,82474662277.6485,90144805869.7482,98798707234.4777,108382181835.458,119979075291.852,130657212992.82,134968901021.859,136588527833.35,146559490369.689,157404892659.159,164960327499.374,174857947143.911,182201980933.864,184388404706.042,186416677156.152,194059760924.352,202016211108.857,211106940610.612,205829267103.2
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Kenya,KEN,36630908098.8264,38015522174.3133,38223413680.2696,39344305939.1787,41352557259.2179,43795114731.9782,46629751036.7518,49824229272.6978,49939962360.0343,51591446859.569,55748929986.1062,58603891851.295,61281315911.5794,63608687382.8764,66801914096.6185,70120446896.8359,73074983895.0953,75879571212.3885,80165208728.3956,84264984851.3549,84035138346.859
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Kiribati,KIR,137844779.277017,133510761.351974,135442868.932774,133309011.374931,132497202.691574,134209636.678734,141962839.480154,146299917.53486,141933258.226749,142695157.652513,144444531.776316,149158807.242056,157815476.896252,170016068.140692,172164497.744547,191559398.688293,205137185.569867,212828045.375187,220233266.963344,227422251.871424,224083567.264516
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,835011437852.054,874473540684.493,942192762521.074,971162614185.718,1021504157422.6,1066023726231.41,1121936729365.41,1187479862374.9,1223156560996.14,1233184753860.86,1319281537670.41,1367937063745.25,1402787524457.73,1448958816285.78,1495538208413.16,1539212301135.55,1588028842393.05,1642548917819.59,1694718171579.25,1733930596323.25,1721788880530.99
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,4580661082.49863,4811290686.57684,5048966087.01821,5368051162.24269,5459962717.31459,5751568358.0188,5944177154.36536,6295848422.71573,6646638934.14947,6967382841.60846,7204735953.90435,7547450874.83231,7144396206.5298
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Kuwait,KWT,61264446634.5746,61395143657.0582,63245767128.4116,74203741654.2937,81802425970.3532,90480882139.5699,97280315040.9735,103108938573.596,105665789636.507,98188818733.8474,95861205611.671,105091330435.265,112054550468.936,113342578898.914,113910328503.346,114585555688.511,117938415952.58,112380895138.2,115463874454.862,118077765349.788,112389586345.299
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Kyrgyz Republic,KGZ,3518703233.18908,3705955297.86785,3705313255.4532,3965807641.19042,4244477505.27223,4237027793.42929,4368498475.52979,4741693829.84541,5140072739.62985,5288430380.28424,5263491909.11624,5576999924.82018,5572083788.24116,6180302892.03129,6429000667.90909,6678177511.66313,6967733666.77765,7297999868.50301,7572252145.25549,7920623120.2686,7354379549.41978
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Lao PDR,LAO,4981659930.07599,5268175760.92381,5579985581.01999,5918523434.75225,6294805131.65111,6742212710.02267,7323341971.83126,7879683723.91001,8496261313.36707,9133631713.05317,9912447859.53224,10709275115.0696,11568812077.4386,12497359667.4702,13448654116.2974,14426380125.6488,15439521179.3987,16503694943.2856,17534839203.1116,18491844275.7106,18584864138.19
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Latvia,LVA,15001703493.7099,15970900289.3453,17195147700.3185,18644549495.6873,20271313178.6916,22625890637.9303,25527665150.2661,28186253353.8682,27231101091.0587,22863227157.4637,22026145287.9415,22694935010.9107,24352854611.1188,24863312429.9055,25384188823.064,26344565876.8902,27016796481.3321,27935083541.205,29139005429.8548,29335802338.5259,28318076614.1623
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Lebanon,LBN,25798443405.5655,26789018310.9609,27706046545.3127,28600147893.7267,30510478932.4999,31329923063.1007,31815384920.7126,34777595316.005,37931620043.7015,41812842419.7439,45147473283.5593,45539055323.5066,46707037069.3046,48494923363.2625,49699566407.4833,49929337836.8159,50705514062.8608,51163399287.7034,50199119756.2008,46727888410.6848,36728167162.8739
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Lesotho,LSO,1453365294.1512,1505128088.4482,1516022748.40945,1585150007.49012,1611976676.82948,1667849758.72804,1738401391.78308,1811204148.77671,1911244554.99023,1887282177.32009,1986735734.7651,2078451680.28081,2210102550.34645,2249719203.36981,2288201773.07605,2359686724.53829,2444845631.39553,2368122098.53455,2333058897.5103,2299976266.27346,2112391171.33041
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Liberia,LBR,2210291803.5902,2274838397.37873,2360440967.03039,1648882904.55436,1692081112.12779,1781443510.53791,1924741222.72585,2108270598.33452,2258921103.43636,2378656131.45291,2523749998.53307,2730716886.49046,2949005327.42991,3205193907.94462,3227674916.86578,3227075700,3176896008.31,3254893758.73415,3292571599.13518,3211334057.92828,3115556299.79146
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Libya,LBY,57579668503.4421,56564631725.4858,56022234980.534,63314109952.651,66138956972.5768,73990151521.3885,78799900129.0316,83709120342.1548,83573471186.9254,79896086548.9669,83912660700.3206,41672273290.5727,77854953189.632,63842648630.664,49131511071.1064,48717501321.3052,47991152062.8031,63584342257.9606,68633808773.5188,60949510655.8708,42996651437.748
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6268515276.17441,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Lithuania,LTU,22342117970.7075,23790809196.6404,25389513378.757,28068588415.9846,29893617960.0569,32204827116.6036,34586529059.4547,38417999935.5475,39416661070.6359,33567775753.9873,33711177146.509,35842949499.0897,37413912227.1865,38928020774.4147,40396597406.9714,41540954817.2039,42650896790.5078,44618059836.1503,46812540124.5928,49002127329.2631,49023107998.6089
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Luxembourg,LUX,40369840252.809,41610952660.8086,42953079744.2546,44078183528.9345,45943523456.1968,47084243707.173,49917168649.961,53959794029.7992,53797819880.8557,52055333192.7004,54012829512.59,54576884709.7504,55477349891.7792,57236974872.2606,58738350400.0169,60071584216.1375,63062061883.63,63892707251.4305,64922207640.6436,66707126419.2733,66366885630.9508
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Macao SAR, China",MAC,13681294587.0131,14076443224.3656,15329923614.3899,17114841063.7583,21673699752.6806,23424490230.0367,26561538062.4813,30408119660.3025,31439719865.7318,31847926733.5328,39842746025.8379,48457666664.9019,52924239876.4531,58630357383.3483,57435035498.6827,44940613353.1038,44625350360.8479,49051541817.7349,52170812899.485,50886936460.4335,23203378176.6445
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Madagascar,MDG,7688842733.27739,8148653656.69862,7137571065.48697,7835974694.57165,8247912168.09114,8640170094.37648,9106610406.88934,9626649240.51396,10272850829.8606,9864124029.23054,9925206605.67835,10081868751.8746,10385448752.8756,10624353147.1587,10979121878.0735,11323020701.3017,11775165456.5346,12238318933.7165,12629254472.2012,13186360203.1442,12245161113.1284
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Malawi,MWI,4736773940.3021,4501121160.06136,4577640221.16799,4838823865.43116,5101112194.50269,5267853576.27553,5515442681.93082,6044925172.60306,6506741521.33369,7048630103.04233,7533157578.1417,7904743381.9111,8054933506.22505,8490733601.03182,8968360291.15986,9219474379.31534,9449961238.71922,9827959688.35226,10255826273.6659,10842133933.7208,10928176721.5316
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Malaysia,MYS,148271359064.948,149038923296.259,157073594223.932,166165798103.902,177437551536.374,186898768708.901,197336779111.682,209766600383.972,219902039818.778,216573759299.08,232654030399.227,244970531973.676,258378881826.473,270506469604.101,286755041078.03,301355266964.947,314764917575.088,333061328477.268,349191778300.005,364602265936.14,344706479641.244
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Maldives,MDV,1984591804.63877,1906326757.09611,2044885954.92519,2326058788.83095,2463875271.81491,2188480301.91021,2705624149.59562,2898626608.24578,3158820509.47837,2895352810.97153,3091816044.31985,3365238508.40701,3445643747.5744,3685976098.72391,3975719121.76918,4129505319.12921,4392772972.49748,4703536561.40931,5106580520.20896,5460112147.97969,3663253190.26213
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Mali,MLI,7889185607.31589,9136152788.48424,9413551548.87703,10335808731.4911,10488502207.7278,10754740076.8688,11151547252.0345,11347819622.1797,11760733950.0728,12402250894.7002,13093898208.5384,13478253743.0182,13333713052.1336,13772483870.1848,14668058747.8609,15583181170.4105,16518961030.4362,17406945659.5769,18254289663.8519,19167003985.6926,18942920941.9796
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Malta,MLT,6701061697.46334,6650321051.9369,6832615339.53483,7084965036.70896,7113825958.52369,7318792018.88191,7489772865.91576,7866987912.46552,8213969014.31483,8099363633.43337,8601309578.86681,8686651936.95873,9042950074.18784,9611962674.48564,10345486496.085,11340795042.0881,11803273067.5598,13334316042.9201,14292948664.8282,14876823596.3021,14362489738.4331
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Marshall Islands,MHL,154176500,164861000,170855000,168186800,167500000,170500000,170800000,177100000,163700000,169700000,179100000,178200000,175900000,182600000,180300000,183700000,188300000,195000000,205700000,227200000,220900000
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Mauritania,MRT,3409611141.00167,3382351510.30114,3429078153.90208,3666653932.36533,3840187785.10236,4169149304.40539,4933487730.19964,4836326500.47834,4820314428.25798,4825032355.07832,4951459275.31606,5158072939.98105,5388639480.83596,5612311839.16241,5852228252.66622,6166863896.68677,6244622452.80308,6636194355.58626,6952885074.44597,7171275534.84383,7145411800.0896
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Mauritius,MUS,6817633870.93239,7045856941.40101,7159641799.80767,7583882471.8971,7912266088.68308,8052910022.29355,8444727951.65064,8928358886.09423,9409326234.90993,9721252644.58154,10146771628.6992,10560510104.34,10929718037.5047,11297000949.1216,11729333766.0201,12162211503.0793,12631973062.5133,13129418116.1342,13655479838.659,14050298678.0198,12006466620.7709
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Mexico,MEX,945027051117.631,940766441516.06,938540700989.319,949667522095.5,983527357381.896,1004311720993.85,1052569035045.56,1074439987409.3,1084575522159.75,1016298775551.17,1066822388048.98,1103564231781.62,1142776194808.08,1152513808584.62,1181370028689.69,1213294467716.88,1234800030119.7,1257912134612.3,1282719194577.95,1277682078094.17,1170944075446.26
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Micronesia, Fed. Sts.",FSM,305255189.683569,310811267.030026,312188883.232805,317692041.756323,307556448.418513,314673715.388037,314047582.860661,308634425.437735,300660891.653569,303963551.240374,310244010.295231,321982777.731463,316527680.318535,304890763.528582,297006847.858934,310175057.802073,313099160.149974,319911415.240516,319911415.240516,332969024.025843,327398648.118022
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Moldova,MDA,3939281163.91139,4179577330.63921,4505584348.12398,4802952913.19777,5158371415.97847,5545249279.88205,5811421236.26146,5985763886.4747,6452653478.32394,6065494252.61994,6496144351.04957,6874100822.53274,6833561915.89765,7451580071.77113,7824131195.57662,7797667196.73087,8159947934.63828,8500675703.95748,8847128857.51461,9161406662.06896,8403210632.93021
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Monaco,MCO,3909415913.17981,3994943522.21035,4035951520.51955,4079843968.34329,4180635803.89219,4259876164.74801,4507700786.40776,5158500738.24534,5197028095.39412,4607841717.87684,4703003769.39437,5033265481.27337,5084213121.21499,5571133210.81248,5971532102.07698,6264756528.37691,6453228194.42908,6246325873.74088,6602235351.40181,7072373236.60927,6136054329.90152
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Mongolia,MNG,3817248910.66296,3929961221.71521,4115965440.05725,4404273778.31917,4872245746.85238,5225662152.64429,5672782077.14901,6254129712.42599,6810770268.31901,6724368909.15607,7152385862.09146,8389088993.66654,9422609644.69237,10520241544.9149,11349786311.9875,11619892590.6941,11793003947.8926,12457761002.7432,13422599720.3616,14174566537.4555,13528524951.0287
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Montenegro,MNE,2656559076.11381,2685776941.17021,2736912434.92843,2804860644.07795,2929005198.73866,3051455322.14172,3312855741.02414,3549312481.42045,3794165363.21697,3566726069.75668,3665724040.98962,3790717464.03353,3696429855.69991,3821595609.09379,3912179230.87999,4010885990.83986,4148832618.17872,4282287496.64778,4484964786.60981,4682030356.6341,3980071397.73552
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Morocco,MAR,56160912155.7573,60497559620.7789,62754238001.606,66626866131.8459,69672633474.8662,71896757928.9618,77498104932.5221,80164867241.3167,84721870674.8237,87895356582.8232,90971304769.4422,95997146621.9656,98936909179.3524,103015299181.348,105816536606.04,110413823841.592,110989284688.174,116603009678.139,120177639735.159,123651944968.713,114775951852.213
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Mozambique,MOZ,5210292403.59676,5879902615.65954,6448401314.435,6913827631.93056,7481086789.73586,7953294766.92377,8741520167.29262,9410189984.44687,10057425620.5829,10653727556.9369,11365367724.1329,12176179697.5618,13149604768.3812,14013719723.4859,15093136077.3533,16208985769.615,16970320249.5828,17418032489.647,18025039081.8692,18442825951.8799,18217911539.7402
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Myanmar,MMR,13523413252.2448,15057508855.3381,16868251605.5673,19203491833.3034,21808380519.0128,24767548772.168,28006178558.7687,31364521323.9023,34581048770.7151,38229352561.5845,41912536387.039,44256068473.3923,47501220127.3631,51503673422.1907,55711475877.0092,59607290408.4359,63101751664.1065,66973743449.8257,71172235146.7291,75854734834.642,68991135074.4517
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Namibia,NAM,5607973667.33031,5674032719.94258,5945742924.34569,6197830193.6963,6958275950.69608,7134269025.97086,7638888381.86825,8049405616.20712,8262699735.19694,8287154923.12437,8787636883.68937,9235045191.83414,9702493818.43111,10247261642.7308,10871578021.6669,11335161083.5061,11338991738.8743,11222512162.9739,11341464002.1253,11246291861.588,10335184546.1643
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Nauru,NRU,61821096.4003501,57641317.132617,51893680.3161027,52041399.2382282,49795903.1503652,49795903.1503652,54004007.6419454,42081044.9158016,50497253.8989619,47691850.9045751,47691850.9045751,54705358.390542,68031022.6138793,70836425.608266,82058037.5858134,84863440.5801997,88370194.3231835,82759388.3344094,82058037.5858134,89071545.0717802,90474246.568973
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Nepal,NPL,13432367221.0195,14077106359.8202,14094019042.6825,14650033415.89,15336036356.9726,15869604827.464,16403555897.1058,16963173094.5667,17998713599.3171,18814609456.1982,19720799061.8121,20395607080.0478,21348110877.0432,22100664484.6361,23429242138.2095,24360801286.7638,24466311259.2881,26662720369.2492,28695053195.3457,30605298792.5448,29880069318.7261
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Netherlands,NLD,647616371669.345,662664228363.74,664292962005.237,664942855515.362,678350164553.838,692147558366.871,716631413729.704,744474740255.869,760233900200.237,732369119343.411,742031413974.447,755190192159.834,747805361887.684,747579281182.565,759634819525.581,775743675302.734,794549918521.022,816650691531.918,835096710412.613,854304699526.719,821260592382.701
